Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
204,Bryan University,Tempe,AZ,85281,3,,,13975.0,13975.0,1242.0,6,,,,,,,,1.0,,,,,,,
205,Butte College,Oroville,CA,95965-8399,1,,,1368.0,6984.0,10188.0,8,,,,,,,,1.0,,,,,,,0.1185
206,Phillips Graduate University,Chatsworth,CA,91311,2,,,,,,8,,,,,,,,,,,,,,,
207,California Institute of Integral Studies,San Francisco,CA,94103,2,,,,,50.0,8,,,,,,,,,,,,,,,
208,Cabrillo College,Aptos,CA,95003,1,,,1268.0,7028.0,10556.0,8,,,,,,,,1.0,,,,,,,0.0904
209,California Baptist University,Riverside,CA,92504-3297,2,0.7708,1092.0,32256.0,32256.0,7397.0,8,,,,,,,,2.0,,,,,,,
210,California College of the Arts,San Francisco,CA,94107-2247,2,0.6369,,47266.0,47266.0,1475.0,8,,,,,,,,2.0,,,,,,,
211,University of California-Hastings College of Law,San Francisco,CA,94102-4978,1,,,,,,8,,,,,,,,,,,,,,,
212,California Institute of Technology,Pasadena,CA,91125,2,0.0774,1558.0,49908.0,49908.0,961.0,8,,,,,,,,2.0,,,,,,,
213,California Lutheran University,Thousand Oaks,CA,91360-2787,2,0.7275,1158.0,41363.0,41363.0,2959.0,8,,,,,,,,2.0,,,,,,,
214,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,1,0.3461,1317.0,9432.0,21312.0,21303.0,8,,,,,,,,2.0,,,,,,,
215,Alliant International University-San Diego,San Diego,CA,92131,3,0.8,,14310.0,14310.0,391.0,8,,,,,,,,2.0,,,,,,,
216,California State University-Bakersfield,Bakersfield,CA,93311-1099,1,0.6112,,7147.0,19027.0,8705.0,8,,,,,,,,2.0,,,,,,,
217,California State University-Stanislaus,Turlock,CA,95382-0299,1,0.7706,,7038.0,18918.0,9054.0,8,,,,,,,,2.0,,,,,,,
218,California State University-San Bernardino,San Bernardino,CA,92407-2397,1,0.5713,991.0,6885.0,18765.0,18088.0,8,,,,,,,,2.0,,,,,,,
219,California State Polytechnic University-Pomona,Pomona,CA,91768,1,0.5507,1129.0,7339.0,19219.0,24205.0,8,,,,,,,,2.0,,,,,,,
220,California State University-Chico,Chico,CA,95929-0150,1,0.6778,1088.0,7348.0,19228.0,16546.0,8,,,,,,,,2.0,,,,,,,
221,California State University-Dominguez Hills,Carson,CA,90747-0005,1,0.5368,,6837.0,18717.0,13258.0,8,,,,,,,,2.0,,,,,,,
222,California State University-Fresno,Fresno,CA,93740,1,0.5941,1004.0,6585.0,18465.0,21877.0,8,,,,,,,,2.0,,,,,,,
223,California State University-Fullerton,Fullerton,CA,92831-3599,1,0.4572,1096.0,6850.0,18730.0,35045.0,8,,,,,,,,2.0,,,,,,,
224,California State University-East Bay,Hayward,CA,94542,1,0.7405,,6834.0,18714.0,13433.0,8,,,,,,,,2.0,,,,,,,
225,California State University-Long Beach,Long Beach,CA,90840-0115,1,0.2799,1130.0,6730.0,18610.0,31402.0,8,,,,,,,,2.0,,,,,,,
226,California State University-Los Angeles,Los Angeles,CA,90032-8506,1,0.4645,968.0,6639.0,18519.0,24780.0,8,,,,,,,,2.0,,,,,,,
227,California State University-Northridge,Northridge,CA,91330,1,0.5765,1014.0,6875.0,18755.0,35620.0,8,,,,,,,,2.0,,,,,,,
228,California State University-Sacramento,Sacramento,CA,95819-2694,1,0.6776,1036.0,7204.0,19084.0,28410.0,8,,,,,,,,2.0,,,,,,,
229,University of California-Berkeley,Berkeley,CA,94720,1,0.1711,1414.0,14170.0,42184.0,30574.0,8,,,,,,,,2.0,,,,,,,
230,University of California-Davis,Davis,CA,95616-8678,1,0.4336,1286.0,14419.0,42433.0,30046.0,8,,,,,,,,2.0,,,,,,,
231,University of California-Irvine,Irvine,CA,92697,1,0.3651,1291.0,13738.0,41752.0,29295.0,8,,,,,,,,2.0,,,,,,,
232,University of California-Los Angeles,Los Angeles,CA,90095-1405,1,0.161,1387.0,13261.0,41275.0,30994.0,8,,,,,,,,2.0,,,,,,,
233,University of California-Riverside,Riverside,CA,92521,1,0.5723,1215.0,13917.0,41931.0,20044.0,8,,,,,,,,2.0,,,,,,,
234,University of California-San Diego,La Jolla,CA,92093,1,0.3399,1343.0,14018.0,42032.0,28577.0,8,,,,,,,,2.0,,,,,,,
235,University of California-San Francisco,San Francisco,CA,94143-0244,1,,,,,,8,,,,,,,,,,,,,,,
236,University of California-Santa Barbara,Santa Barbara,CA,93106,1,0.3281,1346.0,14451.0,42465.0,22181.0,8,,,,,,,,2.0,,,,,,,
237,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,1,0.5094,1287.0,14020.0,42034.0,17577.0,8,,,,,,,,2.0,,,,,,,
238,Sofia University,Palo Alto,CA,94303,3,,,,,11.0,8,,,,,,,,,,,,,,,
239,California Beauty School,Modesto,CA,95354,3,,,,,98.0,8,,,,,,,,1.0,,,,,,,0.1111
240,California Christian College,Fresno,CA,93727,2,1.0,,9330.0,9330.0,16.0,8,,,,,,,,2.0,,,,,,,
241,California Hair Design Academy,La Mesa,CA,91942-5055,3,,,,,206.0,8,,,,,,,,1.0,,,,,,,0.0156
242,California Institute of the Arts,Valencia,CA,91355-2397,2,0.2406,,47446.0,47446.0,979.0,8,,,,,,,,2.0,,,,,,,
243,California State University Maritime Academy,Vallejo,CA,94590-8181,1,0.6635,,7056.0,18936.0,1048.0,8,,,,,,,,2.0,,,,,,,
244,California Western School of Law,San Diego,CA,92101-3046,2,,,,,,8,,,,,,,,,,,,,,,
245,Canada College,Redwood City,CA,94061-1099,1,,,1360.0,7968.0,4996.0,8,,,,,,,,1.0,,,,,,,0.1111
246,College of the Canyons,Santa Clarita,CA,91355-1899,1,,,1154.0,6458.0,17828.0,8,,,,,,,,1.0,,,,,,,0.1332
247,Career Academy of Beauty,Garden Grove,CA,92845,3,,,,,139.0,8,,,,,,,,1.0,,,,,,,0.76
248,Casa Loma College-Van Nuys,Van Nuys,CA,91405,2,0.8448,,,,215.0,8,,,,,,,,2.0,,,,,,,0.3659
249,CET-San Diego,San Diego,CA,92102,2,,,,,201.0,8,,,,,,,,1.0,,,,,,,0.2377
250,CET-San Jose,San Jose,CA,95110,2,,,,,242.0,8,,,,,,,,1.0,,,,,,,0.3261
251,CET-El Centro,El Centro,CA,92243,2,,,,,222.0,8,,,,,,,,1.0,,,,,,,0.651
252,CET-Colton,Colton,CA,92324,2,,,,,173.0,8,,,,,,,,1.0,,,,,,,0.7527
253,CET-Watsonville,Watsonville,CA,95076,2,,,,,78.0,8,,,,,,,,1.0,,,,,,,0.6271
254,CET-Salinas,Salinas,CA,93906,2,,,,,74.0,8,,,,,,,,1.0,,,,,,,0.4337
255,Cerritos College,Norwalk,CA,90650-6298,1,,,1346.0,8710.0,16744.0,8,,,,,,,,1.0,,,,,,,0.0785
256,Cerro Coso Community College,Ridgecrest,CA,93555-9571,1,,,1290.0,7226.0,4736.0,8,,,,,,,,1.0,,,,,,,0.0608
257,Chabot College,Hayward,CA,94545,1,,,1138.0,7018.0,12512.0,8,,,,,,,,1.0,,,,,,,0.105
258,Chaffey College,Rancho Cucamonga,CA,91737-3002,1,,,1170.0,7050.0,19725.0,8,,,,,,,,1.0,,,,,,,0.0734
259,Chapman University,Orange,CA,92866,2,0.5724,1293.0,50594.0,50594.0,6740.0,8,,,,,,,,2.0,,,,,,,
260,Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,2,0.9016,1142.0,13972.0,13972.0,138.0,8,,,,,,,,2.0,,,,,,,
261,Concordia University-Irvine,Irvine,CA,92612-3203,2,0.5845,1121.0,34100.0,34100.0,1821.0,8,,,,,,,,2.0,,,,,,,
262,San Diego Christian College,Santee,CA,92071,2,0.6235,945.0,30438.0,30438.0,657.0,8,,,,,,,,2.0,,,,,,,
263,Church Divinity School of the Pacific,Berkeley,CA,94709-1211,2,,,,,,8,,,,,,,,,,,,,,,
264,Citrus College,Glendora,CA,91741-1899,1,,,1183.0,5959.0,11629.0,8,,,,,,,,1.0,,,,,,,0.1687
265,Citrus Heights Beauty College,Citrus Heights,CA,95610-1410,3,,,,,92.0,8,,,,,,,,1.0,,,,,,,0.1875
266,City College of San Francisco,San Francisco,CA,94112-1898,1,,,1598.0,9010.0,23574.0,8,,,,,,,,1.0,,,,,,,0.1345
267,Claremont Graduate University,Claremont,CA,91711-6160,2,,,,,,8,,,,,,,,,,,,,,,
268,Claremont McKenna College,Claremont,CA,91711-6400,2,0.1036,1452.0,52825.0,52825.0,1334.0,8,,,,,,,,2.0,,,,,,,
269,Milan Institute-Visalia,Visalia,CA,93277,3,,,,,286.0,8,,,,,,,,1.0,,,,,,,0.1987
270,Clovis Adult Education,Clovis,CA,93611,1,,,,,792.0,8,,,,,,,,1.0,,,,,,,0.4959
271,Coastline Community College,Fountain Valley,CA,92708-2597,1,,,1148.0,6548.0,9764.0,8,,,,,,,,1.0,,,,,,,0.0861
272,Cogswell College,San Jose,CA,95134,3,0.6404,,19648.0,19648.0,603.0,8,,,,,,,,2.0,,,,,,,
273,Coleman University,San Diego,CA,92123-1506,2,,,20725.0,20725.0,222.0,8,,,,,,,,1.0,,,,,,,
274,Coba Academy,Anaheim,CA,92801,3,,,,,61.0,8,,,,,,,,1.0,,,,,,,0.1667
275,Western University of Health Sciences,Pomona,CA,91766-1854,2,,,,,,8,,,,,,,,,,,,,,,
276,Columbia College,Sonora,CA,95370,1,,,1162.0,6778.0,2216.0,8,,,,,,,,1.0,,,,,,,0.0632
277,Columbia College Hollywood,Tarzana,CA,91356-1411,2,0.4953,,24495.0,24495.0,453.0,8,,,,,,,,2.0,,,,,,,
278,Compton College,Compton,CA,90221-5393,1,,,1142.0,5846.0,6212.0,8,,,,,,,,1.0,,,,,,,0.0259
279,Contra Costa College,San Pablo,CA,94806-3195,1,,,1312.0,8424.0,5372.0,8,,,,,,,,1.0,,,,,,,0.0699
280,Cosumnes River College,Sacramento,CA,95823-5799,1,,,1104.0,8208.0,13027.0,8,,,,,,,,1.0,,,,,,,0.0736
281,Crafton Hills College,Yucaipa,CA,92339-1799,1,,,1143.0,7527.0,5373.0,8,,,,,,,,1.0,,,,,,,0.0874
282,Cuesta College,San Luis Obispo,CA,93403-8106,1,,,1338.0,6824.0,7858.0,8,,,,,,,,1.0,,,,,,,0.111
283,Cuyamaca College,El Cajon,CA,92019,1,,,1386.0,7196.0,7922.0,8,,,,,,,,1.0,,,,,,,0.0652
284,Cypress College,Cypress,CA,90630-5897,1,,,1142.0,6154.0,14434.0,8,,,,,,,,1.0,,,,,,,
285,De Anza College,Cupertino,CA,95014,1,,,1552.0,8752.0,18183.0,8,,,,,,,,1.0,,,,,,,0.4714
286,International School of Beauty Inc,Palm Desert,CA,92260-2740,3,,,,,159.0,8,,,,,,,,1.0,,,,,,,0.1207
287,Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,2,,,13350.0,13350.0,19.0,8,,,,,,,,2.0,,,,,,,
288,College of the Desert,Palm Desert,CA,92260,1,,,1335.0,7663.0,10074.0,8,,,,,,,,1.0,,,,,,,0.0714
289,Design Institute of San Diego,San Diego,CA,92121,3,0.5,,22510.0,22510.0,126.0,8,,,,,,,,2.0,,,,,,,
290,Diablo Valley College,Pleasant Hill,CA,94523,1,,,1312.0,8424.0,17926.0,8,,,,,,,,1.0,,,,,,,0.2349
291,Dominican University of California,San Rafael,CA,94901-2298,2,0.8843,1127.0,44690.0,44690.0,1284.0,8,,,,,,,,2.0,,,,,,,
292,Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,2,,,,,,8,,,,,,,,,,,,,,,
293,East Los Angeles College,Monterey Park,CA,91754-6099,1,,,1220.0,7016.0,29896.0,8,,,,,,,,1.0,,,,,,,0.1548
294,El Camino Community College District,Torrance,CA,90506,1,,,1142.0,5846.0,21663.0,8,,,,,,,,1.0,,,,,,,0.0873
295,Elegance International,Hollywood,CA,90028,3,,,,,354.0,8,,,,,,,,1.0,,,,,,,0.6684
296,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,3,,,,,,8,,,,,,,,,,,,,,,
297,Empire College,Santa Rosa,CA,95403-2126,3,,,,,333.0,8,,,,,,,,1.0,,,,,,,
298,Evergreen Valley College,San Jose,CA,95135-1598,1,,,1356.0,7852.0,7780.0,8,,,,,,,,1.0,,,,,,,0.0971
299,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,3,0.3947,,32293.0,32293.0,2367.0,8,,,,,,,,2.0,,,,,,,
300,FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,94108-5805,3,0.3687,,32293.0,32293.0,279.0,8,,,,,,,,2.0,,,,,,,
301,FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,92614-5610,3,0.5669,,32293.0,32293.0,71.0,8,,,,,,,,2.0,,,,,,,
302,Feather River Community College District,Quincy,CA,95971-9124,1,,,1461.0,8511.0,1346.0,8,,,,,,,,1.0,,,,,,,
303,Federico Beauty Institute,Sacramento,CA,95834,3,,,,,253.0,8,,,,,,,,1.0,,,,,,,0.1125
304,Fielding Graduate University,Santa Barbara,CA,93105-3538,2,,,,,,8,,,,,,,,,,,,,,,
305,Five Branches University,Santa Cruz,CA,95062,3,,,,,,8,,,,,,,,,,,,,,,
306,Hair California Beauty Academy,Orange,CA,92867,3,,,,,4.0,8,,,,,,,,1.0,,,,,,,
307,Redondo Beach Beauty College,Redondo Beach,CA,90278-3111,3,,,,,27.0,8,,,,,,,,1.0,,,,,,,1.0
308,Foothill College,Los Altos Hills,CA,94022,1,,,1554.0,8752.0,13873.0,8,,,,,,,,1.0,,,,,,,
309,Franciscan School of Theology,Oceanside,CA,92057,2,,,,,,8,,,,,,,,,,,,,,,
310,Fredrick and Charles Beauty College,Eureka,CA,95501,3,,,,,61.0,8,,,,,,,,1.0,,,,,,,0.1714
311,Fresno City College,Fresno,CA,93741,1,,,1304.0,6944.0,19322.0,8,,,,,,,,1.0,,,,,,,0.0619
312,Fresno Pacific University,Fresno,CA,93702-4709,2,0.7239,1050.0,30458.0,30458.0,2791.0,8,,,,,,,,2.0,,,,,,,
313,Fuller Theological Seminary,Pasadena,CA,91182,2,,,,,,8,,,,,,,,,,,,,,,
314,Fullerton College,Fullerton,CA,92832-2095,1,,,1138.0,6010.0,21969.0,8,,,,,,,,1.0,,,,,,,0.0847
315,Gavilan College,Gilroy,CA,95020,1,,,1166.0,6374.0,5013.0,8,,,,,,,,1.0,,,,,,,0.0832
316,Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,2,,,,,203.0,8,,,,,,,,1.0,,,,,,,0.8689
317,Glendale Community College,Glendale,CA,91208-2894,1,,,1175.0,6335.0,12996.0,8,,,,,,,,1.0,,,,,,,0.0844
318,Glendale Career College,Glendale,CA,91203,3,,,,,507.0,8,,,,,,,,1.0,,,,,,,0.4048
319,Golden Gate University-San Francisco,San Francisco,CA,94105-2968,2,,,16095.0,16095.0,416.0,8,,,,,,,,2.0,,,,,,,
320,Golden West College,Huntington Beach,CA,92647-2710,1,,,1178.0,6578.0,10842.0,8,,,,,,,,1.0,,,,,,,0.1118
321,Graduate Theological Union,Berkeley,CA,94709,2,,,,,,8,,,,,,,,,,,,,,,
322,Grossmont College,El Cajon,CA,92020-1799,1,,,1386.0,7196.0,16304.0,8,,,,,,,,1.0,,,,,,,0.0675
323,Salon Success Academy-Riverside,Riverside,CA,92506,3,,,,,61.0,8,,,,,,,,1.0,,,,,,,0.05
324,Hartnell College,Salinas,CA,93901,1,,,1420.0,7670.0,11218.0,8,,,,,,,,1.0,,,,,,,0.0949
325,Harvey Mudd College,Claremont,CA,91711,2,0.1542,1527.0,54636.0,54636.0,844.0,8,,,,,,,,2.0,,,,,,,
326,Hilltop Beauty School,Daly City,CA,94014,3,,,,,110.0,8,,,,,,,,1.0,,,,,,,0.1667
327,Holy Names University,Oakland,CA,94619-1699,2,0.5256,857.0,38188.0,38188.0,589.0,8,,,,,,,,2.0,,,,,,,
328,Pacifica Graduate Institute,Carpinteria,CA,93013,3,,,,,,8,,,,,,,,,,,,,,,
329,Humboldt State University,Arcata,CA,95521-8299,1,0.8183,1062.0,7493.0,19373.0,7846.0,8,,,,,,,,2.0,,,,,,,
330,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,2,,,14004.0,14004.0,319.0,8,,,,,,,,1.0,,,,,,,
331,Imperial Valley College,Imperial,CA,92251-0158,1,,,1142.0,5774.0,7360.0,8,,,,,,,,1.0,,,,,,,0.0771
332,Institute for Business and Technology,Santa Clara,CA,95051-1303,3,,,,,587.0,8,,,,,,,,1.0,,,,,,,0.63
333,Interior Designers Institute,Newport Beach,CA,92660,3,,,18250.0,18250.0,208.0,8,,,,,,,,1.0,,,,,,,
334,Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,90401,3,,,,,222.0,8,,,,,,,,1.0,,,,,,,0.0804
335,Irvine Valley College,Irvine,CA,92618-0301,1,,,1142.0,7958.0,11631.0,8,,,,,,,,1.0,,,,,,,0.1971
336,Bellus Academy-El Cajon,El Cajon,CA,92021,3,,,,,155.0,8,,,,,,,,1.0,,,,,,,0.0213
337,John F. Kennedy University,Pleasant Hill,CA,94523-4817,2,,,,,96.0,8,,,,,,,,,,,,,,,
338,American Jewish University,Los Angeles,CA,90077-1519,2,0.8293,,30938.0,30938.0,63.0,8,,,,,,,,2.0,,,,,,,
339,Reedley College,Reedley,CA,93654,1,,,1304.0,6944.0,8624.0,8,,,,,,,,1.0,,,,,,,0.0921
340,Life Pacific College,San Dimas,CA,91773-3298,2,0.9669,1002.0,14884.0,14884.0,489.0,8,,,,,,,,2.0,,,,,,,
341,Argosy University-The Art Institute of California-San Diego,San Diego,CA,92108-4423,3,,,18742.0,18742.0,846.0,8,,,,,,,,1.0,,,,,,,
342,University of La Verne,La Verne,CA,91750-4401,2,0.4754,1106.0,41450.0,41450.0,5120.0,8,,,,,,,,2.0,,,,,,,
343,Laguna College of Art and Design,Laguna Beach,CA,92651,2,0.3346,,29800.0,29800.0,636.0,8,,,,,,,,2.0,,,,,,,
344,Lake Tahoe Community College,South Lake Tahoe,CA,96150,1,,,1224.0,7269.0,1810.0,8,,,,,,,,1.0,,,,,,,0.1818
345,Lancaster Beauty School,Lancaster,CA,93534,3,,,,,117.0,8,,,,,,,,1.0,,,,,,,0.5814
346,Laney College,Oakland,CA,94607,1,,,1230.0,7110.0,8817.0,8,,,,,,,,1.0,,,,,,,0.1196
347,Lassen Community College,Susanville,CA,96130,1,,,1127.0,5951.0,2187.0,8,,,,,,,,1.0,,,,,,,0.1326
348,Life Chiropractic College West,Hayward,CA,94545-2800,2,,,,,,8,,,,,,,,,,,,,,,
349,Lincoln University,Oakland,CA,94612-2801,2,,,10830.0,10830.0,107.0,8,,,,,,,,1.0,,,,,,,
350,Southern California Seminary,El Cajon,CA,92019-1108,2,,,15600.0,15600.0,51.0,8,,,,,,,,1.0,,,,,,,
351,La Sierra University,Riverside,CA,92505-8247,2,0.4821,994.0,32130.0,32130.0,1929.0,8,,,,,,,,2.0,,,,,,,
352,Loma Linda University,Loma Linda,CA,92350,2,,,,,1050.0,8,,,,,,,,,,,,,,,
353,Long Beach City College,Long Beach,CA,90808-1706,1,,,1188.0,7500.0,23312.0,8,,,,,,,,1.0,,,,,,,0.0534
354,Southern California University of Health Sciences,Whittier,CA,90604,2,,,8244.0,8244.0,72.0,8,,,,,,,,1.0,,,,,,,
355,Los Angeles Harbor College,Wilmington,CA,90744-2397,1,,,1220.0,7538.0,7354.0,8,,,,,,,,1.0,,,,,,,0.0808
356,Los Angeles Pierce College,Woodland Hills,CA,91371-0002,1,,,1220.0,7770.0,16439.0,8,,,,,,,,1.0,,,,,,,0.11
357,Los Angeles Southwest College,Los Angeles,CA,90047-4899,1,,,1220.0,7538.0,5138.0,8,,,,,,,,1.0,,,,,,,0.0455
358,Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,1,,,1220.0,7538.0,11194.0,8,,,,,,,,1.0,,,,,,,0.1719
359,Los Angeles Valley College,Valley Glen,CA,91401-4096,1,,,1220.0,7538.0,14631.0,8,,,,,,,,1.0,,,,,,,0.0703
360,The Master's University and Seminary,Santa Clarita,CA,91321-1200,2,0.658,1116.0,33020.0,33020.0,1171.0,8,,,,,,,,2.0,,,,,,,
361,Los Angeles City College,Los Angeles,CA,90029,1,,,1220.0,7538.0,11540.0,8,,,,,,,,1.0,,,,,,,0.0801
362,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,1,,,,,208.0,8,,,,,,,,,,,,,,,
363,Los Angeles Mission College,Sylmar,CA,91342-3200,1,,,1220.0,7538.0,8624.0,8,,,,,,,,1.0,,,,,,,0.0396
364,Los Medanos College,Pittsburg,CA,94565,1,,,1312.0,8424.0,8110.0,8,,,,,,,,1.0,,,,,,,0.1173
365,Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,94102-4908,3,,,18742.0,18742.0,472.0,8,,,,,,,,1.0,,,,,,,
366,Loyola Marymount University,Los Angeles,CA,90045-2659,2,0.5248,1307.0,46386.0,46386.0,6257.0,8,,,,,,,,2.0,,,,,,,
367,Lu Ross Academy,Ventura,CA,93001-2729,3,,,,,217.0,8,,,,,,,,1.0,,,,,,,0.1149
368,Lyle's College of  Beauty,Fresno,CA,93710,3,,,,,69.0,8,,,,,,,,1.0,,,,,,,0.2143
369,Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,95403,3,1.0,,,,158.0,8,,,,,,,,2.0,,,,,,,0.093
370,MTI Business College Inc,Stockton,CA,95207-4349,3,,,,,75.0,8,,,,,,,,1.0,,,,,,,0.8
371,MTI College,Sacramento,CA,95841-9817,3,0.9423,,,,781.0,8,,,,,,,,2.0,,,,,,,0.2193
372,Brightwood College-Sacramento,Sacramento,CA,95821,3,,,,,319.0,8,,,,,,,,1.0,,,,,,,0.3727
373,Brightwood College-San Diego,San Diego,CA,92123,3,,,,,912.0,8,,,,,,,,1.0,,,,,,,0.5512
374,Brightwood College-Vista,Vista,CA,92083-7736,3,,,,,494.0,8,,,,,,,,1.0,,,,,,,0.5339
375,College of Marin,Kentfield,CA,94904-2590,1,,,1490.0,9320.0,4190.0,8,,,,,,,,1.0,,,,,,,0.1133
376,Marymount California University,Rancho Palos Verdes,CA,90275-6299,2,,,35884.0,35884.0,929.0,8,,,,,,,,1.0,,,,,,,
377,Mendocino College,Ukiah,CA,95482,1,,,1423.0,7063.0,2983.0,8,,,,,,,,1.0,,,,,,,0.0553
378,Menlo College,Atherton,CA,94027-4301,2,0.4299,1086.0,41350.0,41350.0,726.0,8,,,,,,,,2.0,,,,,,,
379,Merced College,Merced,CA,95348-2898,1,,,1150.0,6115.0,9914.0,8,,,,,,,,1.0,,,,,,,0.0747
380,Merritt College,Oakland,CA,94619-3196,1,,,1230.0,7110.0,5524.0,8,,,,,,,,1.0,,,,,,,0.0642
381,Mills College,Oakland,CA,94613,2,0.871,,46236.0,46236.0,757.0,8,,,,,,,,2.0,,,,,,,
382,MiraCosta College,Oceanside,CA,92056-3899,1,,,1152.0,6768.0,13808.0,8,,,,,,,,1.0,,,,,,,
383,Mission College,Santa Clara,CA,95054-1897,1,,,1185.0,6105.0,5993.0,8,,,,,,,,1.0,,,,,,,0.0986
384,Modern Beauty Academy,Oxnard,CA,93030,3,,,,,40.0,8,,,,,,,,1.0,,,,,,,0.2174
385,Brightwood College-Los Angeles-Van Nuys,Van Nuys,CA,91406,3,,,,,622.0,8,,,,,,,,1.0,,,,,,,0.1862
386,Modesto Junior College,Modesto,CA,95350-5800,1,,,1162.0,6778.0,16425.0,8,,,,,,,,1.0,,,,,,,
387,Moler Barber College,Oakland,CA,94609-2419,3,,,,,206.0,8,,,,,,,,1.0,,,,,,,0.0571
388,Middlebury Institute of International Studies at Monterey,Monterey,CA,93940,2,,,,,13.0,8,,,,,,,,,,,,,,,
389,Monterey Peninsula College,Monterey,CA,93940-4799,1,,,1176.0,6792.0,6856.0,8,,,,,,,,1.0,,,,,,,0.0727
390,Moorpark College,Moorpark,CA,93021-1695,1,,,1388.0,7050.0,13378.0,8,,,,,,,,1.0,,,,,,,0.1481
391,Mt San Antonio College,Walnut,CA,91789-1399,1,,,1349.0,8741.0,26865.0,8,,,,,,,,1.0,,,,,,,0.1209
392,Mount Saint Mary's University,Los Angeles,CA,90049-1599,2,0.8121,1013.0,39608.0,39608.0,2575.0,8,,,,,,,,2.0,,,,,,,
393,Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,1,,,1386.0,8946.0,14620.0,8,,,,,,,,1.0,,,,,,,0.0848
394,Musicians Institute,Hollywood,CA,90028,3,0.8004,,24030.0,24030.0,924.0,8,,,,,,,,2.0,,,,,,,
395,Napa Valley College,Napa,CA,94558-6236,1,,,1142.0,6758.0,5237.0,8,,,,,,,,1.0,,,,,,,0.1134
396,National Holistic Institute,Emeryville,CA,94608-2008,3,,,,,954.0,8,,,,,,,,1.0,,,,,,,0.7037
397,National University,La Jolla,CA,92037-1011,2,,,13016.0,13016.0,7360.0,8,,,,,,,,1.0,,,,,,,
398,Naval Postgraduate School,Monterey,CA,93943,1,,,,,,0,,,,,,,,,,,,,,,
399,Newschool of Architecture and Design,San Diego,CA,92101,3,0.9912,,26463.0,26463.0,432.0,8,,,,,,,,2.0,,,,,,,
400,Newberry School of Beauty,Granada Hills,CA,91344-7401,3,,,,,134.0,8,,,,,,,,1.0,,,,,,,0.3286
401,North Adrian's College of Beauty Inc,Modesto,CA,95350-2381,3,,,,,177.0,8,,,,,,,,1.0,,,,,,,0.1729
402,North-West College-Pomona,Pomona,CA,91768,3,,,,,302.0,8,,,,,,,,1.0,,,,,,,0.2358
403,North-West College-West Covina,West Covina,CA,91790,3,0.6788,,,,635.0,8,,,,,,,,2.0,,,,,,,0.2355
404,North-West College-Van Nuys,Van Nuys,CA,91411,3,,,,,166.0,8,,,,,,,,1.0,,,,,,,0.2743
405,Notre Dame de Namur University,Belmont,CA,94002-1908,2,0.9362,995.0,34196.0,34196.0,924.0,8,,,,,,,,2.0,,,,,,,
406,Occidental College,Los Angeles,CA,90041-3392,2,0.4179,1370.0,52838.0,52838.0,1958.0,8,,,,,,,,2.0,,,,,,,
407,Ohlone College,Fremont,CA,94539-0390,1,,,1162.0,6730.0,8026.0,8,,,,,,,,1.0,,,,,,,0.1741
408,Orange Coast College,Costa Mesa,CA,92626,1,,,1186.0,7690.0,20968.0,8,,,,,,,,1.0,,,,,,,0.1385
409,Otis College of Art and Design,Los Angeles,CA,90045-3505,2,0.9125,,45620.0,45620.0,1056.0,8,,,,,,,,2.0,,,,,,,
410,Oxnard College,Oxnard,CA,93033-6699,1,,,1388.0,7050.0,6809.0,8,,,,,,,,1.0,,,,,,,0.076
411,Hope International University,Fullerton,CA,92831-3199,2,0.2837,1019.0,31800.0,31800.0,727.0,8,,,,,,,,2.0,,,,,,,
412,Concorde Career College-San Diego,San Diego,CA,92113-1964,3,0.8773,,,,581.0,8,,,,,,,,2.0,,,,,,,0.4062
